Time of Day,Day,Video,New_name,Depth,Seconds,Substrate_type,Processor
Day,2,2018-12-15_13.17.35,VAN_2018-12-15_15m,15,0,Algae,Tess
Day,2,2018-12-15_13.17.36,VAN_2018-12-15_15m,15,15,Algae,Tess
Day,2,2018-12-15_13.17.37,VAN_2018-12-15_15m,15,30,Algae,Tess
Day,2,2018-12-15_13.17.39,VAN_2018-12-15_15m,15,60,Algae,Tess
Day,2,2018-12-15_13.22.57,VAN_2018-12-15_20m,20,120,Algae,Tess
Day,1,2018-12-14_14.20.39,VAN_2018_12_14_20m,20,120,Algae,Char
Day,1,2018-12-14_14.29.06,VAN_2018_12_14_15m,15,0,Algae,Char
Day,1,2018-12-14_14.29.06,VAN_2018_12_14_15m,15,15,Algae,Char
Day,1,2018-12-14_14.29.06,VAN_2018_12_14_15m,15,60,Algae,Char
Day,1,2018-12-14_14.29.06,VAN_2018_12_14_15m,15,75,Algae,Char
Day,1,2018-12-14_14.29.06,VAN_2018_12_14_15m,15,90,Algae,Char
"Day
",2,2018-12-15_13.26.49,VAN -2018-12-15_25m,25,0,Algae,Tess
"Day
",2,2018-12-15_13.26.49,VAN -2018-12-15_25m,25,75,Algae,Tess
Night,1,2018-12-14_19.20.47,VAN_2018_12_14_10m,10,165,Algae,Char
Night,1,2018-12-14_19.11.47,VAN_2018_12_14_20m,20,0,Algae,Char
Night,1,2018-12-14_19.11.47,VAN_2018_12_14_20m,20,165,Algae,Char
Night,1,2018-12-14_19.08.04,VAN_2018_12_14_25m,25,120,Algae,Char
Night,1,2018-12-14_19.08.04,VAN_2018_12_14_25m,25,135,Algae,Char
Night,1,2018-12-14_19.08.04,VAN_2018_12_14_25m,25,150,Algae,Char
Night,1,2018-12-14_19.08.04,VAN_2018_12_14_25m,25,180,Algae,Char
Night,1,2018-12-14_18.42.47,VAN_2018_12_14_35m,35,60,Algae,Char
Night,1,2018-12-14_18.42.47,VAN_2018_12_14_35m,35,150,Algae,Char
Night,2,2018-12-15_19.35.03-converted,VAN_2018-12-15_15m,15,0,Algae,Tess
Night,2,2018-12-15_19.35.03-converted,VAN_2018-12-15_15m,15,15,Algae,Tess
Night,2,2018-12-15_19.35.03-converted,VAN_2018-12-15_15m,15,30,Algae,Tess
Night,2,2018-12-15_19.35.03-converted,VAN_2018-12-15_15m,15,45,Algae,Tess
Night,2,2018-12-15_19.38.05-converted,VAN_2018-12-15_20m,20,15,Algae,Tess
Night,2,2018-12-15_19.38.05-converted,VAN_2018-12-15_20m,20,75,Algae,Tess
Night,2,2018-12-15_19.38.05-converted,VAN_2018-12-15_20m,20,120,Algae,Tess
Night,2,2018-12-15_19.38.05-converted,VAN_2018-12-15_20m,20,135,Algae,Tess
Night,2,2018-12-15_19.38.05-converted,VAN_2018-12-15_20m,20,150,Algae,Tess
Day,3,2018-12-16_15.03.11-converted,VAN_2018-12-16_25m,25,15,Algae,Tess
Night,5,2018-12-18_20.03.23-converted,VAN_2018-12-18_20m,20,0,Algae,Tess
Night,5,2018-12-18_20.03.23-converted,VAN_2018-12-18_20m,20,15,Algae,Tess
Night,5,2018-12-18_20.03.23-converted,VAN_2018-12-18_20m,20,30,Algae,Tess
Night,5,2018-12-18_20.03.23-converted,VAN_2018-12-18_20m,20,45,Algae,Tess
Night,5,2018-12-18_20.03.23-converted,VAN_2018-12-18_20m,20,90,Algae,Tess
Night,5,2018-12-18_20.03.23-converted,VAN_2018-12-18_20m,20,105,Algae,Tess
Night,5,2018-12-18_20.05.53-converted,VAN_2018-12-18_15m,15,0,Algae,Tess
Night,5,2018-12-18_20.05.53-converted,VAN_2018-12-18_15m,15,15,Algae,Tess
Night,5,2018-12-18_20.05.53-converted,VAN_2018-12-18_15m,15,30,Algae,Tess
Night,4,2018-12-17_19.39.06,VAN_2018-12-17_10m,15,30,Algae,Char
Night,4,2018-12-17_19.39.06,VAN_2018-12-17_10m,15,75,Algae,Char
Night,4,2018-12-17_19.39.06,VAN_2018-12-17_10m,15,90,Algae,Char
Night,4,2018-12-17_19.39.06,VAN_2018-12-17_10m,15,105,Algae,Char
Night,4,2018-12-17_19.39.06,VAN_2018-12-17_10m,15,165,Algae,Char
Night,4,2018-12-17_19.42.47,VAN_2018-12-17_15m,20,0,Algae,Char
Night,4,2018-12-17_19.42.47,VAN_2018-12-17_15m,20,45,Algae,Char
Night,4,2018-12-17_19.42.47,VAN_2018-12-17_15m,20,60,Algae,Char
Night,4,2018-12-17_19.42.47,VAN_2018-12-17_15m,20,75,Algae,Char
Night,4,2018-12-17_19.42.47,VAN_2018-12-17_15m,20,90,Algae,Char
Night,4,2018-12-17_19.42.47,VAN_2018-12-17_15m,20,105,Algae,Char
Night,4,2018-12-17_19.49.49,VAN_2018-12-17_25m,30,90,Algae,Char
Night,4,2018-12-17_19.49.49,VAN_2018-12-17_25m,30,105,Algae,Char
Night,4,2018-12-17_19.39.46,VAN_2018-12-15_10m,10,15,Algae,Char
Night,4,2018-12-17_19.39.46,VAN_2018-12-15_10m,10,30,Algae,Char
Night,4,2018-12-17_19.39.46,VAN_2018-12-15_10m,10,60,Algae,Char
Night,4,2018-12-17_19.52.16,VAN_2018-12-17_35m,35,45,Algae,Char
Night,4,2018-12-17_19.52.16,VAN_2018-12-17_35m,35,75,Algae,Char
Night,4,2018-12-17_19.52.16,VAN_2018-12-17_35m,35,90,Algae,Char
Night,4,2018-12-17_19.52.16,VAN_2018-12-17_35m,35,120,Algae,Char
Night,3,2018-12-16_20.42.00,VAN_2018_12-16_20m,20,15,Algae,Char
Night,3,2018-12-16_20.42.00,VAN_2018_12-16_20m,20,30,Algae,Char
"Day
",2,2018-12-15_13.26.49,VAN -2018-12-15_25m,25,15,Algae,Tess
Night,4,2018-12-17_19.39.06,VAN_2018-12-17_10m,15,0,Algae/Reef/Rubble,Char
Day,1,2018-12-14_14.24.01,VAN_2018_12_14_20m,20,0,Algae/Rubble,Char
Day,1,2018-12-14_14.20.39,VAN_2018_12_14_20m,20,15,Algae/Rubble,Char
Day,1,2018-12-14_14.20.39,VAN_2018_12_14_20m,20,30,Algae/Rubble,Char
Day,1,2018-12-14_14.24.02,VAN_2018_12_14_20m,20,75,Algae/Rubble,Char
Day,1,2018-12-14_14.20.39,VAN_2018_12_14_20m,20,90,Algae/Rubble,Char
Day,1,2018-12-14_14.20.39,VAN_2018_12_14_20m,20,105,Algae/Rubble,Char
Day,1,2018-12-14_14.29.06,VAN_2018_12_14_15m,15,30,Algae/Rubble,Char
Day,1,2018-12-14_14.29.06,VAN_2018_12_14_15m,15,45,Algae/Rubble,Char
Day,1,2018-12-14_14.29.06,VAN_2018_12_14_15m,15,105,Algae/Rubble,Char
Day,1,2018-12-14_14.29.06,VAN_2018_12_14_15m,15,135,Algae/Rubble,Char
Day,1,2018-12-14_14.29.06,VAN_2018_12_14_15m,15,150,Algae/Rubble,Char
Day,1,2018-12-14_14.34.00,VAN_2018_12_14_10m,10,45,Algae/Rubble,Char
Night,3,2018-12-16_20.08.56,VAN_2018_12_16_35m,35,150,Algae/Rubble,Char
"Day
",2,2018-12-15_13.26.49,VAN -2018-12-15_25m,25,30,Algae/Rubble,Tess
"Day
",2,2018-12-15_13.26.49,VAN -2018-12-15_25m,25,105,Algae/Rubble,Tess
Night,3,2018-12-16_20.34.46,VAN_2018_12_16_30m,30,135,Algae/Rubble,Char
Night,3,2018-12-16_20.42.00,VAN_2018_12_16_25m,25,15,Algae/Rubble,Char
Night,3,2018-12-16_20.42.00,VAN_2018_12_16_25m,25,60,Algae/Rubble,Char
Night,3,2018-12-16_20.42.00,VAN_2018_12_16_25m,25,75,Algae/Rubble,Char
Night,3,2018-12-16_20.42.00,VAN_2018_12_16_25m,25,90,Algae/Rubble,Char
Night,3,2018-12-16_20.42.00,VAN_2018_12_16_25m,25,105,Algae/Rubble,Char
Night,3,2018-12-16_20.42.00,VAN_2018_12_16_25m,25,120,Algae/Rubble,Char
Night,1,2018-12-14_19.20.47,VAN_2018_12_14_10m,10,0,Algae/Rubble,Char
Night,1,2018-12-14_19.20.47,VAN_2018_12_14_10m,10,15,Algae/Rubble,Char
Night,1,2018-12-14_19.20.47,VAN_2018_12_14_10m,10,180,Algae/Rubble,Char
Night,1,2018-12-14_19.16.22,VAN_2018_12_14_15m,15,0,Algae/Rubble,Char
Night,1,2018-12-14_19.16.22,VAN_2018_12_14_15m,15,15,Algae/Rubble,Char
Night,1,2018-12-14_19.16.22,VAN_2018_12_14_15m,15,30,Algae/Rubble,Char
Night,1,2018-12-14_19.16.22,VAN_2018_12_14_15m,15,45,Algae/Rubble,Char
Night,1,2018-12-14_19.16.22,VAN_2018_12_14_15m,15,135,Algae/Rubble,Char
Night,1,2018-12-14_19.11.47,VAN_2018_12_14_20m,20,15,Algae/Rubble,Char
Night,1,2018-12-14_19.11.47,VAN_2018_12_14_20m,20,180,Algae/Rubble,Char
Night,1,2018-12-14_19.08.04,VAN_2018_12_14_25m,25,165,Algae/Rubble,Char
Night,1,2018-12-14_19.03.41,VAN_2018_12_14_30m,30,0,Algae/Rubble,Char
Day,4,2018-12-18_14.19.22,VAN_2018-12-18_30m,30,0,Algae/Rubble,Tess
Day,4,2018-12-18_14.23.31,VAN_2018-12-18_25m,25,60,Algae/Rubble,Tess
Day,4,2018-12-18_14.23.31,VAN_2018-12-18_25m,25,75,Algae/Rubble,Tess
Day,4,2018-12-18_14.23.31,VAN_2018-12-18_25m,25,90,Algae/Rubble,Tess
Day,4,2018-12-18_14.26.19,VAN_2018-12-18_20m,20,45,Algae/Rubble,Tess
Day,4,2018-12-18_14.26.19,VAN_2018-12-18_20m,20,75,Algae/Rubble,Tess
Day,4,2018-12-18_14.26.19,VAN_2018-12-18_20m,20,90,Algae/Rubble,Tess
Day,4,2018-12-18_14.26.19,VAN_2018-12-18_20m,20,150,Algae/Rubble,Tess
Day,4,2018-12-18_14.26.19,VAN_2018-12-18_20m,20,165,Algae/Rubble,Tess
Day,4,2018-12-18_14.29.36,VAN_2018-12-18_15m,15,0,Algae/Rubble,Tess
Day,4,2018-12-18_14.29.36,VAN_2018-12-18_15m,15,30,Algae/Rubble,Tess
Day,4,2018-12-18_14.29.36,VAN_2018-12-18_15m,15,45,Algae/Rubble,Tess
Day,4,2018-12-18_14.29.36,VAN_2018-12-18_15m,15,165,Algae/Rubble,Tess
Day,4,2018-12-18_14.29.36,VAN_2018-12-18_15m,15,180,Algae/Rubble,Tess
Day,4,2018-12-18_14.34.47,VAN_2018-12-18_10m,10,0,Algae/Rubble,Tess
Day,4,2018-12-18_14.34.47,VAN_2018-12-18_10m,10,30,Algae/Rubble,Tess
Day,4,2018-12-18_14.34.47,VAN_2018-12-18_10m,10,45,Algae/Rubble,Tess
Day,4,2018-12-18_14.34.47,VAN_2018-12-18_10m,10,60,Algae/Rubble,Tess
Day,4,2018-12-18_14.34.47,VAN_2018-12-18_10m,10,75,Algae/Rubble,Tess
Night,1,2018-12-14_18.42.47,VAN_2018_12_14_35m,35,120,Algae/Rubble,Char
Night,1,2018-12-14_18.42.47,VAN_2018_12_14_35m,35,180,Algae/Rubble,Char
Night,2,2018-12-15_19.38.05-converted,VAN_2018-12-15_20m,20,60,Algae/Rubble,Tess
Night,2,2018-12-15_19.38.05-converted,VAN_2018-12-15_20m,20,90,Algae/Rubble,Tess
Night,2,2018-12-15_19.38.05-converted,VAN_2018-12-15_20m,20,105,Algae/Rubble,Tess
Night,4,2018-12-17_19.29.04-converted.mp4,VAN_2018-12-17_5m,5,45,Algae/Rubble,Char
Night,4,2018-12-17_19.39.06,VAN_2018-12-17_10m,15,45,Algae/Rubble,Char
Night,4,2018-12-17_19.39.06,VAN_2018-12-17_10m,15,60,Algae/Rubble,Char
Night,4,2018-12-17_19.46.09,VAN_2018-12-17_20m,25,0,Algae/Rubble,Char
Night,4,2018-12-17_19.46.09,VAN_2018-12-17_20m,25,105,Algae/Rubble,Char
Night,4,2018-12-17_19.46.09,VAN_2018-12-17_20m,25,120,Algae/Rubble,Char
Night,4,2018-12-17_19.52.16,VAN_2018-12-17_35m,35,60,Algae/Rubble,Char
Night,4,2018-12-17_19.52.16,VAN_2018-12-17_35m,35,105,Algae/Rubble,Char
Day,2,2018-12-15_13.17.40,VAN_2018-12-15_15m,15,75,Algae/Rubble,Tess
Day,2,2018-12-15_13.17.43,VAN_2018-12-15_15m,15,120,Algae/Rubble,Tess
Day,2,2018-12-15_13.17.44,VAN_2018-12-15_15m,15,135,Algae/Rubble,Tess
Day,2,2018-12-15_13.17.45,VAN_2018-12-15_15m,15,150,Algae/Rubble,Tess
Day,2,2018-12-15_13.17.46,VAN_2018-12-15_15m,15,165,Algae/Rubble,Tess
Day,2,2018-12-15_13.17.47,VAN_2018-12-15_15m,15,180,Algae/Rubble,Tess
Day,2,2018-12-15_13.22.51,VAN_2018-12-15_20m,20,30,Algae/Rubble,Tess
Day,2,2018-12-15_13.22.53,VAN_2018-12-15_20m,20,60,Algae/Rubble,Tess
Day,2,2018-12-15_13.22.54,VAN_2018-12-15_20m,20,75,Algae/Rubble,Tess
Day,2,2018-12-15_13.22.55,VAN_2018-12-15_20m,20,90,Algae/Rubble,Tess
Day,2,2018-12-15_13.22.56,VAN_2018-12-15_20m,20,105,Algae/Rubble,Tess
Day,2,2018-12-15_13.22.59,VAN_2018-12-15_20m,20,150,Algae/Rubble,Tess
Day,2,2018-12-15_13.22.60,VAN_2018-12-15_20m,20,165,Algae/Rubble,Tess
Day,2,2018-12-15_13.22.61,VAN_2018-12-15_20m,20,180,Algae/Rubble,Tess
Day,1,2018-12-14_14.16.31,VAN_2018_12_14_30m,30,120,Algae/Rubble,Char
Day,1,2018-12-14_14.16.31,VAN_2018_12_14_30m,30,150,Algae/Rubble,Char
Day,1,2018-12-14_14.16.31,VAN_2018_12_14_30m,30,165,Algae/Rubble,Char
Day,1,2018-12-14_14.16.31,VAN_2018_12_14_30m,30,180,Algae/Rubble,Char
Day,1,2018-12-14_14.20.39,VAN_2018_12_14_25m,25,15,Algae/Rubble,Char
Day,1,2018-12-14_14.20.39,VAN_2018_12_14_25m,25,45,Algae/Rubble,Char
Day,1,2018-12-14_14.20.39,VAN_2018_12_14_25m,25,60,Algae/Rubble,Char
Day,1,2018-12-14_14.20.39,VAN_2018_12_14_25m,25,75,Algae/Rubble,Char
Day,1,2018-12-14_14.20.39,VAN_2018_12_14_25m,25,90,Algae/Rubble,Char
Day,1,2018-12-14_14.20.39,VAN_2018_12_14_25m,25,135,Algae/Rubble,Char
Day,1,2018-12-14_14.20.39,VAN_2018_12_14_25m,25,165,Algae/Rubble,Char
Day,1,2018-12-14_14.24.03,VAN_2018_12_14_20m,20,150,Algae/Rubble,Char
Day,1,2018-12-14_14.20.39,VAN_2018_12_14_20m,20,165,Algae/Rubble,Char
Day,1,2018-12-14_14.34.00,VAN_2018_12_14_10m,10,120,Algae/Rubble,Char
Day,1,2018-12-14_14.34.00,VAN_2018_12_14_10m,10,135,Algae/Rubble,Char
Day,1,2018-12-14_14.34.00,VAN_2018_12_14_10m,10,150,Algae/Rubble,Char
Night,3,2018-12-16_20.08.56,VAN_2018_12_16_35m,35,30,Algae/Rubble,Char
Night,3,2018-12-16_20.08.56,VAN_2018_12_16_35m,35,135,Algae/Rubble,Char
"Day
",2,2018-12-15_13.26.49,VAN -2018-12-15_25m,25,150,Algae/Rubble,Tess
"Day
",2,2018-12-15_13.31.40,VAN- 2018-12-15_30m,30,105,Algae/Rubble,Tess
Night,3,2018-12-16_20.34.46,VAN_2018_12_16_30m,30,15,Algae/Rubble,Char
Night,1,2018-12-14_19.26.11,VAN_2018_12_14_5m,5,0,Algae/Rubble,Char
Night,1,2018-12-14_19.16.22,VAN_2018_12_14_15m,15,150,Algae/Rubble,Char
Night,1,2018-12-14_19.16.22,VAN_2018_12_14_15m,15,165,Algae/Rubble,Char
Night,1,2018-12-14_19.16.22,VAN_2018_12_14_15m,15,180,Algae/Rubble,Char
Night,1,2018-12-14_19.11.47,VAN_2018_12_14_20m,20,30,Algae/Rubble,Char
Night,1,2018-12-14_19.11.47,VAN_2018_12_14_20m,20,60,Algae/Rubble,Char
Night,1,2018-12-14_19.11.47,VAN_2018_12_14_20m,20,75,Algae/Rubble,Char
Night,1,2018-12-14_19.11.47,VAN_2018_12_14_20m,20,90,Algae/Rubble,Char
Night,1,2018-12-14_19.08.04,VAN_2018_12_14_25m,25,0,Algae/Rubble,Char
Night,1,2018-12-14_19.08.04,VAN_2018_12_14_25m,25,30,Algae/Rubble,Char
Night,1,2018-12-14_19.08.04,VAN_2018_12_14_25m,25,45,Algae/Rubble,Char
Night,1,2018-12-14_19.08.04,VAN_2018_12_14_25m,25,60,Algae/Rubble,Char
Night,1,2018-12-14_19.08.04,VAN_2018_12_14_25m,25,75,Algae/Rubble,Char
Night,1,2018-12-14_19.08.04,VAN_2018_12_14_25m,25,90,Algae/Rubble,Char
Night,2,2018-12-15_19.27.23-converted,VAN_2018-12-15-5M,5,15,Algae/Rubble,Tess
Night,2,2018-12-15_19.31.19-converted,VAN_2018-12-15_10m,10,15,Algae/Rubble,Tess
Night,2,2018-12-15_19.31.19-converted,VAN_2018-12-15_10m,10,30,Algae/Rubble,Tess
Night,2,2018-12-15_19.31.19-converted,VAN_2018-12-15_10m,10,45,Algae/Rubble,Tess
Night,2,2018-12-15_19.31.19-converted,VAN_2018-12-15_10m,10,105,Algae/Rubble,Tess
Night,2,2018-12-15_19.31.19-converted,VAN_2018-12-15_10m,10,120,Algae/Rubble,Tess
Night,2,2018-12-15_19.31.19-converted,VAN_2018-12-15_10m,10,135,Algae/Rubble,Tess
Night,2,2018-12-15_19.31.19-converted,VAN_2018-12-15_10m,10,150,Algae/Rubble,Tess
Night,2,2018-12-15_19.31.19-converted,VAN_2018-12-15_10m,10,165,Algae/Rubble,Tess
Night,2,2018-12-15_19.31.19-converted,VAN_2018-12-15_10m,10,180,Algae/Rubble,Tess
Night,2,2018-12-15_19.45.06-converted,VAN_2018-12-15_30m,30,60,Algae/Rubble,Tess
Night,2,2018-12-15_19.45.06-converted,VAN_2018-12-15_30m,30,105,Algae/Rubble,Tess
Night,2,2018-12-15_19.45.06-converted,VAN_2018-12-15_30m,30,120,Algae/Rubble,Tess
Night,2,2018-12-15_20.15.10-converted,VAN_2018-12-15_50m,50,0,Algae/Rubble,Tess
Night,2,2018-12-15_20.15.10-converted,VAN_2018-12-15_50m,50,30,Algae/Rubble,Tess
Day,3,2018-12-16_15.07.37-converted,VAN_2018-12-16_20m,20,30,Algae/Rubble,Tess
Day,3,2018-12-16_15.07.37-converted,VAN_2018-12-16_20m,20,60,Algae/Rubble,Tess
Day,3,2018-12-16_15.07.37-converted,VAN_2018-12-16_20m,20,75,Algae/Rubble,Tess
Day,3,2018-12-16_15.11.40-converted,VAN_2018-12-16_15m,15,0,Algae/Rubble,Tess
Day,3,2018-12-16_15.11.40-converted,VAN_2018-12-16_15m,15,15,Algae/Rubble,Tess
Day,3,2018-12-16_15.11.40-converted,VAN_2018-12-16_15m,15,30,Algae/Rubble,Tess
Day,3,2018-12-16_15.11.40-converted,VAN_2018-12-16_15m,15,45,Algae/Rubble,Tess
Day,3,2018-12-16_15.11.40-converted,VAN_2018-12-16_15m,15,60,Algae/Rubble,Tess
Day,3,2018-12-16_15.11.40-converted,VAN_2018-12-16_15m,15,75,Algae/Rubble,Tess
Day,3,2018-12-16_15.11.40-converted,VAN_2018-12-16_15m,15,120,Algae/Rubble,Tess
Day,3,2018-12-16_15.15.25-converted,VAN_2018-12-16_10m,10,60,Algae/Rubble,Tess
Night,5,2018-12-18_19.54.41-converted,VAN_2018-12-18_35m,35,180,Algae/Rubble,Tess
Night,5,2018-12-18_19.58.21-converted,VAN_2018-12-18_30m,30,0,Algae/Rubble,Tess
Night,5,2018-12-18_19.58.21-converted,VAN_2018-12-18_30m,30,60,Algae/Rubble,Tess
Night,5,2018-12-18_19.58.21-converted,VAN_2018-12-18_30m,30,75,Algae/Rubble,Tess
Night,5,2018-12-18_19.58.21-converted,VAN_2018-12-18_30m,30,90,Algae/Rubble,Tess
Night,5,2018-12-18_19.58.21-converted,VAN_2018-12-18_30m,30,105,Algae/Rubble,Tess
Night,5,2018-12-18_19.58.21-converted,VAN_2018-12-18_30m,30,120,Algae/Rubble,Tess
Night,5,2018-12-18_20.00.56-converted,VAN_2018-12-18_25m,25,15,Algae/Rubble,Tess
Night,5,2018-12-18_20.00.56-converted,VAN_2018-12-18_25m,25,45,Algae/Rubble,Tess
Night,5,2018-12-18_20.03.23-converted,VAN_2018-12-18_20m,20,75,Algae/Rubble,Tess
Night,5,2018-12-18_20.03.23-converted,VAN_2018-12-18_20m,20,120,Algae/Rubble,Tess
Night,5,2018-12-18_20.05.53-converted,VAN_2018-12-18_15m,15,105,Algae/Rubble,Tess
Night,5,2018-12-18_20.05.53-converted,VAN_2018-12-18_15m,15,150,Algae/Rubble,Tess
Night,5,2018-12-18_20.05.53-converted,VAN_2018-12-18_15m,15,165,Algae/Rubble,Tess
Night,5,2018-12-18_20.05.53-converted,VAN_2018-12-18_15m,15,180,Algae/Rubble,Tess
Night,5,2018-12-18_20.10.02-converted,VAN_2018-12-18_10m,10,0,Algae/Rubble,Tess
Night,4,2018-12-17_19.42.47,VAN_2018-12-17_15m,20,150,Algae/Rubble,Char
Night,4,2018-12-17_19.49.49,VAN_2018-12-17_25m,30,60,Algae/Rubble,Char
Night,4,2018-12-17_19.49.49,VAN_2018-12-17_25m,30,135,Algae/Rubble,Char
Night,4,2018-12-17_19.49.49,VAN_2018-12-17_25m,30,150,Algae/Rubble,Char
Night,4,2018-12-17_19.39.46,VAN_2018-12-15_10m,10,0,Algae/Rubble,Char
Night,4,2018-12-17_19.39.46,VAN_2018-12-15_10m,10,45,Algae/Rubble,Char
Night,4,2018-12-17_19.39.46,VAN_2018-12-15_10m,10,105,Algae/Rubble,Char
Night,4,2018-12-17_19.29.04-converted.mp4,VAN_2018-12-17_5m,5,60,Reef/Rubble/Algae,Char
Day,1,2018-12-14_14.29.06,VAN_2018_12_14_15m,15,120,Algae/Rubble/Sand,Char
Day,1,2018-12-14_14.29.06,VAN_2018_12_14_15m,15,165,Algae/Rubble/Sand,Char
Night,1,2018-12-14_19.20.47,VAN_2018_12_14_10m,10,30,Algae/Rubble/Sand,Char
Night,1,2018-12-14_19.20.47,VAN_2018_12_14_10m,10,45,Algae/Rubble/Sand,Char
Night,1,2018-12-14_19.16.22,VAN_2018_12_14_15m,15,60,Algae/Rubble/Sand,Char
Night,1,2018-12-14_19.16.22,VAN_2018_12_14_15m,15,75,Algae/Rubble/Sand,Char
Night,1,2018-12-14_19.11.47,VAN_2018_12_14_20m,20,120,Algae/Rubble/Sand,Char
Day,4,2018-12-18_14.04.06,VAN_2018-12-18_35m,35,45,Algae/Rubble/Sand,Tess
Day,4,2018-12-18_14.19.22,VAN_2018-12-18_30m,30,15,Algae/Rubble/Sand,Tess
