Time of Day,Day,Video,New_name,Depth,Seconds,Substrate_type,Processor
Night,5,2018-12-18_19.32.16-converted,VAN_2018-12-18_40m,40,105,Rubble/Sand,Tess
Night,5,2018-12-18_19.32.16-converted,VAN_2018-12-18_40m,40,120,Rubble/Sand,Tess
Night,5,2018-12-18_19.54.41-converted,VAN_2018-12-18_35m,35,0,Rubble/Sand,Tess
Night,5,2018-12-18_19.54.41-converted,VAN_2018-12-18_35m,35,15,Rubble/Sand,Tess
Night,5,2018-12-18_19.54.41-converted,VAN_2018-12-18_35m,35,30,Rubble/Sand,Tess
Night,5,2018-12-18_19.54.41-converted,VAN_2018-12-18_35m,35,45,Rubble/Sand,Tess
Night,5,2018-12-18_19.54.41-converted,VAN_2018-12-18_35m,35,60,Rubble/Sand,Tess
Night,5,2018-12-18_19.54.41-converted,VAN_2018-12-18_35m,35,75,Rubble/Sand,Tess
Night,5,2018-12-18_19.54.41-converted,VAN_2018-12-18_35m,35,90,Rubble/Sand,Tess
Night,5,2018-12-18_19.54.41-converted,VAN_2018-12-18_35m,35,105,Rubble/Sand,Tess
Night,5,2018-12-18_19.54.41-converted,VAN_2018-12-18_35m,35,120,Rubble/Sand,Tess
Night,5,2018-12-18_19.54.41-converted,VAN_2018-12-18_35m,35,135,Rubble/Sand,Tess
Night,5,2018-12-18_19.54.41-converted,VAN_2018-12-18_35m,35,150,Rubble/Sand,Tess
Night,5,2018-12-18_19.54.41-converted,VAN_2018-12-18_35m,35,165,Rubble/Sand,Tess
Night,5,2018-12-18_20.00.56-converted,VAN_2018-12-18_25m,25,75,Rubble/Sand,Tess
Night,5,2018-12-18_20.00.56-converted,VAN_2018-12-18_25m,25,105,Rubble/Sand,Tess
Night,4,2018-12-17_20.23.58-converted.mp4,VAN_2018-12-17_60m,60,60,Rubble/Sand,Char
Night,4,2018-12-17_20.23.58-converted.mp4,VAN_2018-12-17_60m,60,90,Rubble/Sand,Char
Night,4,2018-12-17_20.23.58-converted.mp4,VAN_2018-12-17_60m,60,105,Rubble/Sand,Char
Night,4,2018-12-17_19.39.06,VAN_2018-12-17_10m,15,15,Rubble/Sand,Char
Night,4,2018-12-17_19.49.49,VAN_2018-12-17_25m,30,120,Rubble/Sand,Char
Night,4,2018-12-17_19.52.16,VAN_2018-12-17_35m,35,30,Rubble/Sand,Char
Night,4,2018-12-17_20.09.31,VAN_2018-12-17_40m,40,135,Rubble/Sand,Char
Night,4,2018-12-17_20.13.22,VAN_2018-12-17_45m,45,15,Rubble/Sand,Char
Night,4,2018-12-17_20.13.22,VAN_2018-12-17_45m,45,30,Rubble/Sand,Char
Night,4,2018-12-17_20.13.22,VAN_2018-12-17_45m,45,45,Rubble/Sand,Char
Night,4,2018-12-17_20.13.22,VAN_2018-12-17_45m,45,60,Rubble/Sand,Char
Night,4,2018-12-17_20.13.22,VAN_2018-12-17_45m,45,150,Rubble/Sand,Char
Night,4,2018-12-17_20.17.17,VAN_2018-12-17_50m,50,150,Rubble/Sand,Char
Night,4,2018-12-17_20.20.50,VAN_2018-12-17_55m,55,15,Rubble/Sand,Char
Night,4,2018-12-17_20.20.50,VAN_2018-12-17_55m,55,30,Rubble/Sand,Char
Day,1,2018-12-14_14.16.31,VAN_2018_12_14_30m,30,0,Algae/Rubble/Sand,Char
Day,1,2018-12-14_14.20.39,VAN_2018_12_14_25m,25,105,Algae/Rubble/Sand,Char
Day,1,2018-12-14_14.20.39,VAN_2018_12_14_25m,25,150,Algae/Rubble/Sand,Char
Day,4,2018-12-18_14.23.31,VAN_2018-12-18_25m,25,45,Algae/Rubble/Sand,Tess
Day,4,2018-12-18_14.23.31,VAN_2018-12-18_25m,25,120,Algae/Rubble/Sand,Tess
Day,4,2018-12-18_14.23.31,VAN_2018-12-18_25m,25,135,Algae/Rubble/Sand,Tess
Day,4,2018-12-18_14.26.19,VAN_2018-12-18_20m,20,60,Algae/Rubble/Sand,Tess
Day,4,2018-12-18_14.26.19,VAN_2018-12-18_20m,20,105,Algae/Rubble/Sand,Tess
Day,4,2018-12-18_14.29.36,VAN_2018-12-18_15m,15,15,Algae/Rubble/Sand,Tess
Day,4,2018-12-18_14.29.36,VAN_2018-12-18_15m,15,60,Algae/Rubble/Sand,Tess
Day,4,2018-12-18_14.29.36,VAN_2018-12-18_15m,15,75,Algae/Rubble/Sand,Tess
Day,4,2018-12-18_14.29.36,VAN_2018-12-18_15m,15,90,Algae/Rubble/Sand,Tess
Day,4,2018-12-18_14.29.36,VAN_2018-12-18_15m,15,105,Algae/Rubble/Sand,Tess
Day,4,2018-12-18_14.29.36,VAN_2018-12-18_15m,15,135,Algae/Rubble/Sand,Tess
Day,4,2018-12-18_14.29.36,VAN_2018-12-18_15m,15,150,Algae/Rubble/Sand,Tess
Day,4,2018-12-18_14.34.47,VAN_2018-12-18_10m,10,105,Algae/Rubble/Sand,Tess
Day,4,2018-12-18_14.38.00,VAN_2018-12-18_05m,5,60,Algae/Rubble/Sand,Tess
Day,4,2018-12-18_14.38.00,VAN_2018-12-18_05m,5,75,Algae/Rubble/Sand,Tess
Day,4,2018-12-18_14.38.00,VAN_2018-12-18_05m,5,90,Algae/Rubble/Sand,Tess
Day,4,2018-12-18_14.38.00,VAN_2018-12-18_05m,5,105,Algae/Rubble/Sand,Tess
Night,2,2018-12-15_19.45.06-converted,VAN_2018-12-15_30m,30,30,Algae/Rubble/Sand,Tess
Night,2,2018-12-15_19.45.06-converted,VAN_2018-12-15_30m,30,45,Algae/Rubble/Sand,Tess
Night,2,2018-12-15_20.08.54-converted,VAN_2018-12-15_40m,40,0,Algae/Rubble/Sand,Tess
Night,2,2018-12-15_20.08.54-converted,VAN_2018-12-15_40m,40,15,Algae/Rubble/Sand,Tess
Night,2,2018-12-15_20.08.54-converted,VAN_2018-12-15_40m,40,60,Algae/Rubble/Sand,Tess
Day,3,2018-12-16_14.42.23-converted,VAN_2018-12-16_30m,30,120,Algae/Rubble/Sand,Tess
Day,3,2018-12-16_14.42.23-converted,VAN_2018-12-16_30m,30,135,Algae/Rubble/Sand,Tess
Day,3,2018-12-16_14.42.23-converted,VAN_2018-12-16_30m,30,150,Algae/Rubble/Sand,Tess
Day,3,2018-12-16_14.42.23-converted,VAN_2018-12-16_30m,30,165,Algae/Rubble/Sand,Tess
Day,3,2018-12-16_14.42.23-converted,VAN_2018-12-16_30m,30,180,Algae/Rubble/Sand,Tess
Day,3,2018-12-16_15.03.11-converted,VAN_2018-12-16_25m,25,75,Algae/Rubble/Sand,Tess
Day,3,2018-12-16_15.03.11-converted,VAN_2018-12-16_25m,25,90,Algae/Rubble/Sand,Tess
Day,3,2018-12-16_15.03.11-converted,VAN_2018-12-16_25m,25,105,Algae/Rubble/Sand,Tess
Day,3,2018-12-16_15.03.11-converted,VAN_2018-12-16_25m,25,120,Algae/Rubble/Sand,Tess
Day,3,2018-12-16_15.03.11-converted,VAN_2018-12-16_25m,25,135,Algae/Rubble/Sand,Tess
Day,3,2018-12-16_15.03.11-converted,VAN_2018-12-16_25m,25,150,Algae/Rubble/Sand,Tess
Day,3,2018-12-16_15.03.11-converted,VAN_2018-12-16_25m,25,165,Algae/Rubble/Sand,Tess
Day,3,2018-12-16_15.03.11-converted,VAN_2018-12-16_25m,25,180,Algae/Rubble/Sand,Tess
Day,3,2018-12-16_15.07.37-converted,VAN_2018-12-16_20m,20,0,Algae/Rubble/Sand,Tess
Day,3,2018-12-16_15.07.37-converted,VAN_2018-12-16_20m,20,15,Algae/Rubble/Sand,Tess
Day,3,2018-12-16_15.07.37-converted,VAN_2018-12-16_20m,20,45,Algae/Rubble/Sand,Tess
Day,3,2018-12-16_15.07.37-converted,VAN_2018-12-16_20m,20,90,Algae/Rubble/Sand,Tess
Day,3,2018-12-16_15.07.37-converted,VAN_2018-12-16_20m,20,105,Algae/Rubble/Sand,Tess
Day,3,2018-12-16_15.07.37-converted,VAN_2018-12-16_20m,20,120,Algae/Rubble/Sand,Tess
Day,3,2018-12-16_15.07.37-converted,VAN_2018-12-16_20m,20,135,Algae/Rubble/Sand,Tess
Day,3,2018-12-16_15.07.37-converted,VAN_2018-12-16_20m,20,150,Algae/Rubble/Sand,Tess
Day,3,2018-12-16_15.07.37-converted,VAN_2018-12-16_20m,20,165,Algae/Rubble/Sand,Tess
Day,3,2018-12-16_15.07.37-converted,VAN_2018-12-16_20m,20,180,Algae/Rubble/Sand,Tess
Day,3,2018-12-16_15.11.40-converted,VAN_2018-12-16_15m,15,105,Algae/Rubble/Sand,Tess
Day,3,2018-12-16_15.11.40-converted,VAN_2018-12-16_15m,15,135,Algae/Rubble/Sand,Tess
Day,3,2018-12-16_15.11.40-converted,VAN_2018-12-16_15m,15,150,Algae/Rubble/Sand,Tess
Day,3,2018-12-16_15.11.40-converted,VAN_2018-12-16_15m,15,165,Algae/Rubble/Sand,Tess
Day,3,2018-12-16_15.11.40-converted,VAN_2018-12-16_15m,15,180,Algae/Rubble/Sand,Tess
Day,3,2018-12-16_15.15.25-converted,VAN_2018-12-16_10m,10,15,Algae/Rubble/Sand,Tess
Day,3,2018-12-16_15.15.25-converted,VAN_2018-12-16_10m,10,30,Algae/Rubble/Sand,Tess
Day,3,2018-12-16_15.15.25-converted,VAN_2018-12-16_10m,10,45,Algae/Rubble/Sand,Tess
Day,3,2018-12-16_15.15.25-converted,VAN_2018-12-16_10m,10,75,Algae/Rubble/Sand,Tess
Day,3,2018-12-16_15.15.25-converted,VAN_2018-12-16_10m,10,135,Algae/Rubble/Sand,Tess
Day,3,2018-12-16_15.15.25-converted,VAN_2018-12-16_10m,10,165,Algae/Rubble/Sand,Tess
Day,3,2018-12-16_15.15.25-converted,VAN_2018-12-16_10m,10,180,Algae/Rubble/Sand,Tess
Day,3,2018-12-16_15.19.29-converted,VAN_2018-12-16_5m,5,0,Algae/Rubble/Sand,Tess
Day,3,2018-12-16_15.19.29-converted,VAN_2018-12-16_5m,5,15,Algae/Rubble/Sand,Tess
Day,3,2018-12-16_15.19.29-converted,VAN_2018-12-16_5m,5,30,Algae/Rubble/Sand,Tess
Day,3,2018-12-16_15.19.29-converted,VAN_2018-12-16_5m,5,45,Algae/Rubble/Sand,Tess
Day,3,2018-12-16_15.19.29-converted,VAN_2018-12-16_5m,5,60,Algae/Rubble/Sand,Tess
Night,5,2018-12-18_19.58.21-converted,VAN_2018-12-18_30m,30,30,Algae/Rubble/Sand,Tess
Night,5,2018-12-18_19.58.21-converted,VAN_2018-12-18_30m,30,45,Algae/Rubble/Sand,Tess
Night,5,2018-12-18_20.00.56-converted,VAN_2018-12-18_25m,25,0,Algae/Rubble/Sand,Tess
Night,5,2018-12-18_20.00.56-converted,VAN_2018-12-18_25m,25,30,Algae/Rubble/Sand,Tess
Night,5,2018-12-18_20.00.56-converted,VAN_2018-12-18_25m,25,60,Algae/Rubble/Sand,Tess
Night,5,2018-12-18_20.00.56-converted,VAN_2018-12-18_25m,25,90,Algae/Rubble/Sand,Tess
Night,5,2018-12-18_20.00.56-converted,VAN_2018-12-18_25m,25,120,Algae/Rubble/Sand,Tess
Night,5,2018-12-18_20.03.23-converted,VAN_2018-12-18_20m,20,60,Algae/Rubble/Sand,Tess
Night,5,2018-12-18_20.05.53-converted,VAN_2018-12-18_15m,15,90,Algae/Rubble/Sand,Tess
Night,5,2018-12-18_20.05.53-converted,VAN_2018-12-18_15m,15,120,Algae/Rubble/Sand,Tess
Night,5,2018-12-18_20.05.53-converted,VAN_2018-12-18_15m,15,135,Algae/Rubble/Sand,Tess
Night,5,2018-12-18_20.10.02-converted,VAN_2018-12-18_10m,10,15,Algae/Rubble/Sand,Tess
Night,5,2018-12-18_20.10.02-converted,VAN_2018-12-18_10m,10,30,Algae/Rubble/Sand,Tess
Night,5,2018-12-18_20.10.02-converted,VAN_2018-12-18_10m,10,45,Algae/Rubble/Sand,Tess
Night,5,2018-12-18_20.10.02-converted,VAN_2018-12-18_10m,10,60,Algae/Rubble/Sand,Tess
Night,5,2018-12-18_20.10.02-converted,VAN_2018-12-18_10m,10,75,Algae/Rubble/Sand,Tess
Night,4,2018-12-17_19.46.09,VAN_2018-12-17_20m,25,165,Algae/Rubble/Sand,Char
Night,4,2018-12-17_19.49.49,VAN_2018-12-17_25m,30,0,Algae/Rubble/Sand,Char
Night,1,2018-12-14_19.26.11,VAN_2018_12_14_5m,5,15,Reef/Rubble/Algae/Sand,Char
Night,1,2018-12-14_19.26.11,VAN_2018_12_14_5m,5,60,Reef/Rubble/Algae/Sand,Char
Day,4,2018-12-18_14.34.47,VAN_2018-12-18_10m,10,150,Reef/Rubble/Algae/Sand,Tess
Day,3,2018-12-16_15.15.25-converted,VAN_2018-12-16_10m,10,150,Reef/Rubble/Algae/Sand,Tess
Night,1,2018-12-14_18.22.19,VAN_2018_12_14_60m,60,45,Reef/Rubble/Sand,Char
Night,1,2018-12-14_18.22.19,VAN_2018_12_14_60m,60,60,Reef/Rubble/Sand,Char
Night,1,2018-12-14_18.22.19,VAN_2018_12_14_60m,60,180,Reef/Rubble/Sand,Char
Day,3,2018-12-16_15.15.25-converted,VAN_2018-12-16_10m,10,90,Reef/Rubble/Sand,Tess
Night,3,2018-12-16_19.47.56,VAN_2018_12_16_55m,55,15,Reef/Rubble/Sand,Char
Day,1,2018-12-14_13.23.39,VAN_2018-12-14_60m,60,45,Reef/Rubble/Sand,Char
Day,1,2018-12-14_13.23.39,VAN_2018-12-14_60m,60,60,Reef/Rubble/Sand,Char
Day,1,2018-12-14_13.23.39,VAN_2018-12-14_60m,60,75,Reef/Rubble/Sand,Char
Day,1,2018-12-14_13.23.39,VAN_2018-12-14_60m,60,150,Reef/Rubble/Sand,Char
Day,1,2018-12-14_13.23.39,VAN_2018-12-14_60m,60,165,Reef/Rubble/Sand,Char
Day,2,2018-12-15_13.08.41,VAN_2018-12-15_5m,5,30,Reef/Rubble/Sand,Tess
Day,2,2018-12-15_13.08.42,VAN_2018-12-15_5m,5,45,Reef/Rubble/Sand,Tess
Day,2,2018-12-15_13.08.47,VAN_2018-12-15_5m,5,120,Reef/Rubble/Sand,Tess
Night,3,2018-12-16_19.44.16,VAN_2018_12_16_60m,60,60,Reef/Rubble/Sand,Char
Night,3,2018-12-16_19.44.16,VAN_2018_12_16_60m,60,150,Reef/Rubble/Sand,Char
Night,3,2018-12-16_19.47.56,VAN_2018_12_16_55m,55,90,Reef/Rubble/Sand,Char
Day,4,2018-12-18_14.04.06,VAN_2018-12-18_35m,35,15,Reef/Rubble/Sand,Tess
Night,4,2018-12-17_19.29.04-converted.mp4,VAN_2018-12-17_5m,5,75,Reef/Rubble/Sand,Char
Night,4,2018-12-17_20.20.50,VAN_2018-12-17_55m,55,45,Reef/Rubble/Sand,Char
Night,4,2018-12-17_20.20.50,VAN_2018-12-17_55m,55,60,Reef/Rubble/Sand,Char
Day,1,2018-12-14_13.28.36,VAN_2018-12-14_55m,55,90,Sand,Char
Day,1,2018-12-14_13.33.42,VAN_2018_12_14_50m,50,120,Sand,Char
Day,1,2018-12-14_13.39.00,VAN_2018_12_14_45m,45,0,Sand,Char
Day,1,2018-12-14_13.39.00,VAN_2018_12_14_45m,45,30,Sand,Char
Day,1,2018-12-14_13.39.00,VAN_2018_12_14_45m,45,60,Sand,Char
Day,1,2018-12-14_13.39.00,VAN_2018_12_14_45m,45,75,Sand,Char
Day,1,2018-12-14_13.39.00,VAN_2018_12_14_45m,45,105,Sand,Char
Day,1,2018-12-14_13.39.00,VAN_2018_12_14_45m,45,120,Sand,Char
Day,1,2018-12-14_13.39.00,VAN_2018_12_14_45m,45,150,Sand,Char
Day,1,2018-12-14_13.43.55,VAN_2018_12_14_40m,40,105,Sand,Char
Day,1,2018-12-14_13.43.55,VAN_2018_12_14_40m,40,165,Sand,Char
Day,1,2018-12-14_13.49.08,VAN_2018_12_14_35m,35,120,Sand,Char
Day,1,2018-12-14_13.49.08,VAN_2018_12_14_35m,35,135,Sand,Char
Day,1,2018-12-14_13.49.08,VAN_2018_12_14_35m,35,180,Sand,Char
Night,3,2018-12-16_19.47.56,VAN_2018_12_16_55m,55,120,Sand,Char
Night,3,2018-12-16_19.57.32,VAN_2018_12_16_45m,45,45,Sand,Char
Night,3,2018-12-16_19.57.32,VAN_2018_12_16_45m,45,150,Sand,Char
Night,3,2018-12-16_20.02.27,VAN_2018_12_16_40m,40,15,Sand,Char
Night,3,2018-12-16_20.02.27,VAN_2018_12_16_40m,40,45,Sand,Char
Night,3,2018-12-16_20.02.27,VAN_2018_12_16_40m,40,75,Sand,Char
Night,3,2018-12-16_20.02.27,VAN_2018_12_16_40m,40,105,Sand,Char
Night,3,2018-12-16_20.02.27,VAN_2018_12_16_40m,40,120,Sand,Char
Night,3,2018-12-16_20.02.27,VAN_2018_12_16_40m,40,150,Sand,Char
Night,3,2018-12-16_20.02.27,VAN_2018_12_16_40m,40,180,Sand,Char
Night,3,2018-12-16_20.08.56,VAN_2018_12_16_35m,35,90,Sand,Char
"Day
",2,2018-12-15_13.57.04,VAN_2018-12-15_40m,40,30,Sand,Tess
"Day
",2,2018-12-15_13.57.04,VAN_2018-12-15_40m,40,45,Sand,Tess
"Day
",2,2018-12-15_13.57.04,VAN_2018-12-15_40m,40,75,Sand,Tess
"Day
",2,2018-12-15_13.57.04,VAN_2018-12-15_40m,40,90,Sand,Tess
"Day
",2,2018-12-15_13.59.59,VAN_2018-12-15_50m,50,15,Sand,Tess
"Day
",2,2018-12-15_13.59.59,VAN_2018-12-15_50m,50,105,Sand,Tess
Night,1,2018-12-14_19.08.04,VAN_2018_12_14_25m,25,105,Sand,Char
Day,2,2018-12-15_14.04.50,VAN_2018-12-15_55m,55,0,Sand,Tess
Day,4,2018-12-18_13.54.21,VAN_2018-12-18_45m,45,0,Sand,Tess
Day,4,2018-12-18_13.54.21,VAN_2018-12-18_45m,45,60,Sand,Tess
Day,4,2018-12-18_14.00.33,VAN_2018-12-18_40m,40,60,Sand,Tess
Day,4,2018-12-18_14.19.22,VAN_2018-12-18_30m,30,75,Sand,Tess
Night,1,2018-12-14_18.42.47,VAN_2018_12_14_35m,35,135,Sand,Char
Night,1,2018-12-14_18.39.09,VAN_2018_12_14_40m,40,0,Sand,Char
Night,1,2018-12-14_18.34.00,VAN_2018_12_14_45m,45,75,Sand,Char
Night,1,2018-12-14_18.34.00,VAN_2018_12_14_45m,45,135,Sand,Char
Night,1,2018-12-14_18.34.00,VAN_2018_12_14_45m,45,150,Sand,Char
Night,1,2018-12-14_18.29.49,VAN_2018_12_14_50m,50,15,Sand,Char
Night,1,2018-12-14_18.29.49,VAN_2018_12_14_50m,50,60,Sand,Char
Night,1,2018-12-14_18.29.49,VAN_2018_12_14_50m,50,105,Sand,Char
Night,1,2018-12-14_18.29.49,VAN_2018_12_14_50m,50,135,Sand,Char
Night,1,2018-12-14_18.29.49,VAN_2018_12_14_50m,50,150,Sand,Char
Night,1,2018-12-14_18.26.38,VAN_2018_12_14_55m,55,90,Sand,Char
Night,1,2018-12-14_18.22.19,VAN_2018_12_14_60m,60,15,Sand,Char
Night,1,2018-12-14_18.22.19,VAN_2018_12_14_60m,60,90,Sand,Char
Night,2,2018-12-15_19.45.06-converted,VAN_2018-12-15_30m,30,15,Sand,Tess
Night,2,2018-12-15_20.06.13-converted,VAN_2018-12-15_35m,35,0,Sand,Tess
Night,2,2018-12-15_20.08.54-converted,VAN_2018-12-15_40m,40,45,Sand,Tess
Night,2,2018-12-15_20.08.54-converted,VAN_2018-12-15_40m,40,75,Sand,Tess
Night,2,2018-12-15_20.08.54-converted,VAN_2018-12-15_40m,40,120,Sand,Tess
Night,2,2018-12-15_20.12.37-converted,VAN_2018-12-15_45m,45,0,Sand,Tess
Night,2,2018-12-15_20.12.37-converted,VAN_2018-12-15_45m,45,90,Sand,Tess
Night,2,2018-12-15_20.15.10-converted,VAN_2018-12-15_50m,50,75,Sand,Tess
Night,2,2018-12-15_20.15.10-converted,VAN_2018-12-15_50m,50,105,Sand,Tess
Night,2,2018-12-15_20.18.10-converted,VAN_2018-12-15_55m,55,0,Sand,Tess
Day,3,2018-12-16_13.55.58-converted,VAN_2018-12-16_45m,45,75,Sand,Tess
Night,5,2018-12-18_19.17.10-converted,VAN_2018-12-18_60m,60,0,Sand,Tess
Night,5,2018-12-18_19.17.10-converted,VAN_2018-12-18_60m,60,30,Sand,Tess
Night,5,2018-12-18_19.17.10-converted,VAN_2018-12-18_60m,60,75,Sand,Tess
Night,5,2018-12-18_19.20.54-converted,VAN_2018-12-18_55m,55,45,Sand,Tess
Night,5,2018-12-18_19.24.24-converted,VAN_2018-12-18_50m,50,75,Sand,Tess
Night,5,2018-12-18_19.24.24-converted,VAN_2018-12-18_50m,50,180,Sand,Tess
Night,5,2018-12-18_19.28.50-converted,VAN_2018-12-18_45m,45,30,Sand,Tess
Night,5,2018-12-18_19.32.16-converted,VAN_2018-12-18_40m,40,0,Sand,Tess
Night,5,2018-12-18_19.32.16-converted,VAN_2018-12-18_40m,40,15,Sand,Tess
Night,4,2018-12-17_20.23.58-converted.mp4,VAN_2018-12-17_60m,60,0,Sand,Char
Night,4,2018-12-17_20.23.58-converted.mp4,VAN_2018-12-17_60m,60,15,Sand,Char
Night,4,2018-12-17_20.23.58-converted.mp4,VAN_2018-12-17_60m,60,30,Sand,Char
Night,4,2018-12-17_20.23.58-converted.mp4,VAN_2018-12-17_60m,60,45,Sand,Char
Night,4,2018-12-17_20.23.58-converted.mp4,VAN_2018-12-17_60m,60,75,Sand,Char
Night,4,2018-12-17_20.23.58-converted.mp4,VAN_2018-12-17_60m,60,135,Sand,Char
Night,4,2018-12-17_20.23.58-converted.mp4,VAN_2018-12-17_60m,60,150,Sand,Char
Night,4,2018-12-17_20.23.58-converted.mp4,VAN_2018-12-17_60m,60,165,Sand,Char
Night,4,2018-12-17_20.23.58-converted.mp4,VAN_2018-12-17_60m,60,180,Sand,Char
Night,4,2018-12-17_19.29.04-converted.mp4,VAN_2018-12-17_5m,5,15,Sand,Char
Night,4,2018-12-17_19.42.47,VAN_2018-12-17_15m,20,15,Sand,Char
Night,4,2018-12-17_19.42.47,VAN_2018-12-17_15m,20,120,Sand,Char
Night,4,2018-12-17_19.42.47,VAN_2018-12-17_15m,20,135,Sand,Char
Night,4,2018-12-17_19.46.09,VAN_2018-12-17_20m,25,135,Sand,Char
Night,4,2018-12-17_20.09.31,VAN_2018-12-17_40m,40,90,Sand,Char
Night,4,2018-12-17_20.09.31,VAN_2018-12-17_40m,40,105,Sand,Char
Night,4,2018-12-17_20.09.31,VAN_2018-12-17_40m,40,120,Sand,Char
Night,4,2018-12-17_20.09.31,VAN_2018-12-17_40m,40,150,Sand,Char
Night,4,2018-12-17_20.09.31,VAN_2018-12-17_40m,40,165,Sand,Char
Night,4,2018-12-17_20.09.31,VAN_2018-12-17_40m,40,180,Sand,Char
Night,4,2018-12-17_20.13.22,VAN_2018-12-17_45m,45,0,Sand,Char
Night,4,2018-12-17_20.13.22,VAN_2018-12-17_45m,45,120,Sand,Char
Night,4,2018-12-17_20.17.17,VAN_2018-12-17_50m,50,15,Sand,Char
Night,4,2018-12-17_20.17.17,VAN_2018-12-17_50m,50,135,Sand,Char
Night,4,2018-12-17_20.20.50,VAN_2018-12-17_55m,55,0,Sand,Char
